8.246527862548828125e+01,5.034722137451171875e+01,8.003472137451171875e+01,8.315972137451171875e+01,8.107638549804687500e+01
9.895833587646484375e+01,9.878472137451171875e+01,9.774305725097656250e+01,9.791666412353515625e+01,9.861111450195312500e+01
9.895833587646484375e+01,9.843750000000000000e+01,9.861111450195312500e+01,9.861111450195312500e+01,9.861111450195312500e+01
7.309027862548828125e+01,7.048611450195312500e+01,7.013888549804687500e+01,7.361111450195312500e+01,7.413194274902343750e+01
9.618055725097656250e+01,9.670138549804687500e+01,9.496527862548828125e+01,9.409722137451171875e+01,9.479166412353515625e+01
8.420138549804687500e+01,8.454861450195312500e+01,8.663194274902343750e+01,8.559027862548828125e+01,8.784722137451171875e+01
9.375000000000000000e+01,9.236111450195312500e+01,9.357638549804687500e+01,9.062500000000000000e+01,7.447916412353515625e+01
9.079861450195312500e+01,9.079861450195312500e+01,8.541666412353515625e+01,9.097222137451171875e+01,9.149305725097656250e+01
8.819444274902343750e+01,8.767361450195312500e+01,8.593750000000000000e+01,8.611111450195312500e+01,8.506944274902343750e+01
9.114583587646484375e+01,9.149305725097656250e+01,9.131944274902343750e+01,8.802083587646484375e+01,9.097222137451171875e+01
7.343750000000000000e+01,7.517361450195312500e+01,7.135416412353515625e+01,7.361111450195312500e+01,7.395833587646484375e+01
6.232638931274414062e+01,7.552083587646484375e+01,7.586805725097656250e+01,7.482638549804687500e+01,7.482638549804687500e+01
9.791666412353515625e+01,9.583333587646484375e+01,9.687500000000000000e+01,9.548611450195312500e+01,9.583333587646484375e+01
9.513888549804687500e+01,9.548611450195312500e+01,9.722222137451171875e+01,9.548611450195312500e+01,9.618055725097656250e+01
9.756944274902343750e+01,9.652777862548828125e+01,9.652777862548828125e+01,9.722222137451171875e+01,9.670138549804687500e+01
9.965277862548828125e+01,1.000000000000000000e+02,9.965277862548828125e+01,9.930555725097656250e+01,9.947916412353515625e+01
