9.340277862548828125e+01,9.340277862548828125e+01,9.427083587646484375e+01,9.565972137451171875e+01,9.444444274902343750e+01
9.930555725097656250e+01,9.878472137451171875e+01,9.878472137451171875e+01,9.809027862548828125e+01,9.913194274902343750e+01
9.965277862548828125e+01,9.930555725097656250e+01,9.965277862548828125e+01,9.895833587646484375e+01,9.930555725097656250e+01
8.090277862548828125e+01,8.090277862548828125e+01,8.125000000000000000e+01,8.142361450195312500e+01,8.229166412353515625e+01
9.878472137451171875e+01,9.913194274902343750e+01,9.774305725097656250e+01,9.756944274902343750e+01,9.843750000000000000e+01
9.375000000000000000e+01,9.548611450195312500e+01,9.375000000000000000e+01,9.461805725097656250e+01,9.392361450195312500e+01
9.513888549804687500e+01,9.756944274902343750e+01,9.409722137451171875e+01,9.600694274902343750e+01,9.670138549804687500e+01
9.756944274902343750e+01,9.739583587646484375e+01,9.704861450195312500e+01,9.826388549804687500e+01,9.739583587646484375e+01
9.149305725097656250e+01,8.940972137451171875e+01,8.871527862548828125e+01,8.975694274902343750e+01,8.697916412353515625e+01
9.618055725097656250e+01,9.600694274902343750e+01,9.444444274902343750e+01,9.531250000000000000e+01,9.583333587646484375e+01
8.003472137451171875e+01,8.368055725097656250e+01,8.142361450195312500e+01,8.229166412353515625e+01,8.125000000000000000e+01
9.253472137451171875e+01,8.888888549804687500e+01,9.149305725097656250e+01,8.940972137451171875e+01,9.027777862548828125e+01
9.739583587646484375e+01,9.652777862548828125e+01,9.826388549804687500e+01,9.687500000000000000e+01,9.652777862548828125e+01
9.704861450195312500e+01,9.704861450195312500e+01,9.826388549804687500e+01,9.722222137451171875e+01,9.739583587646484375e+01
9.861111450195312500e+01,9.843750000000000000e+01,9.826388549804687500e+01,9.826388549804687500e+01,9.756944274902343750e+01
9.947916412353515625e+01,9.982638549804687500e+01,9.947916412353515625e+01,9.965277862548828125e+01,9.947916412353515625e+01
