7.309027862548828125e+01,5.468750000000000000e+01,6.614583587646484375e+01,6.406250000000000000e+01,5.815972137451171875e+01
4.496527862548828125e+01,7.586805725097656250e+01,9.079861450195312500e+01,9.565972137451171875e+01,9.409722137451171875e+01
8.559027862548828125e+01,9.479166412353515625e+01,8.420138549804687500e+01,8.263888549804687500e+01,8.385416412353515625e+01
6.111111068725585938e+01,6.354166793823242188e+01,5.520833206176757812e+01,6.128472137451171875e+01,6.562500000000000000e+01
6.701388549804687500e+01,5.295138931274414062e+01,6.250000000000000000e+01,6.875000000000000000e+01,5.381944274902343750e+01
7.829861450195312500e+01,7.638888549804687500e+01,7.829861450195312500e+01,7.621527862548828125e+01,7.430555725097656250e+01
5.677083206176757812e+01,7.378472137451171875e+01,7.447916412353515625e+01,6.145833206176757812e+01,7.881944274902343750e+01
7.881944274902343750e+01,7.760416412353515625e+01,6.649305725097656250e+01,8.472222137451171875e+01,8.107638549804687500e+01
7.864583587646484375e+01,7.881944274902343750e+01,7.395833587646484375e+01,7.239583587646484375e+01,7.170138549804687500e+01
8.055555725097656250e+01,8.368055725097656250e+01,8.420138549804687500e+01,4.913194274902343750e+01,7.968750000000000000e+01
6.215277862548828125e+01,6.440972137451171875e+01,6.284722137451171875e+01,5.868055725097656250e+01,6.163194274902343750e+01
6.545138549804687500e+01,6.024305725097656250e+01,5.642361068725585938e+01,5.954861068725585938e+01,5.746527862548828125e+01
7.968750000000000000e+01,8.680555725097656250e+01,9.375000000000000000e+01,9.114583587646484375e+01,8.958333587646484375e+01
8.194444274902343750e+01,8.107638549804687500e+01,7.968750000000000000e+01,7.708333587646484375e+01,7.743055725097656250e+01
6.440972137451171875e+01,8.385416412353515625e+01,6.197916793823242188e+01,7.586805725097656250e+01,7.569444274902343750e+01
4.513888931274414062e+01,6.006944274902343750e+01,9.670138549804687500e+01,8.628472137451171875e+01,5.000000000000000000e+01
