8.750000000000000000e+01,8.611111450195312500e+01,8.819444274902343750e+01,8.906250000000000000e+01,8.750000000000000000e+01
9.826388549804687500e+01,9.861111450195312500e+01,9.774305725097656250e+01,9.791666412353515625e+01,9.843750000000000000e+01
9.895833587646484375e+01,9.913194274902343750e+01,9.878472137451171875e+01,9.895833587646484375e+01,9.947916412353515625e+01
7.673611450195312500e+01,7.395833587646484375e+01,7.673611450195312500e+01,7.743055725097656250e+01,8.055555725097656250e+01
9.861111450195312500e+01,9.722222137451171875e+01,9.600694274902343750e+01,9.496527862548828125e+01,9.756944274902343750e+01
8.628472137451171875e+01,8.923611450195312500e+01,8.993055725097656250e+01,8.906250000000000000e+01,9.114583587646484375e+01
9.583333587646484375e+01,9.548611450195312500e+01,9.496527862548828125e+01,9.166666412353515625e+01,9.253472137451171875e+01
9.461805725097656250e+01,9.409722137451171875e+01,9.201388549804687500e+01,9.479166412353515625e+01,9.531250000000000000e+01
8.628472137451171875e+01,8.750000000000000000e+01,8.871527862548828125e+01,8.559027862548828125e+01,8.437500000000000000e+01
9.375000000000000000e+01,9.513888549804687500e+01,9.270833587646484375e+01,9.201388549804687500e+01,9.496527862548828125e+01
7.187500000000000000e+01,7.812500000000000000e+01,7.309027862548828125e+01,7.951388549804687500e+01,7.500000000000000000e+01
8.350694274902343750e+01,8.524305725097656250e+01,8.680555725097656250e+01,8.593750000000000000e+01,8.420138549804687500e+01
9.652777862548828125e+01,9.635416412353515625e+01,9.756944274902343750e+01,9.548611450195312500e+01,9.548611450195312500e+01
9.652777862548828125e+01,9.600694274902343750e+01,9.826388549804687500e+01,9.479166412353515625e+01,9.704861450195312500e+01
9.635416412353515625e+01,9.774305725097656250e+01,9.652777862548828125e+01,9.600694274902343750e+01,9.704861450195312500e+01
9.947916412353515625e+01,9.965277862548828125e+01,9.895833587646484375e+01,9.930555725097656250e+01,9.947916412353515625e+01
